"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
91,91,84,78,100,0,0.08333,"South","Bickleton","WA","Washington","53039","Klickitat County",19,"washington/bickleton",4.685,-120.308,46.0056,"CDP",594
90,90,83,77,119,0,0.08434,"Southeast","Pataha","WA","Washington","53013|53023|53075","Columbia County",255,"washington/pataha",0.353,-117.544,46.4727,"CDP",595
88,88,93,98,101,159,-0.05376,"Northeast","Loomis","WA","Washington","53047","Okanogan County",100,"washington/loomis",0.878,-119.64,48.8233,"CDP",596
88,88,81,75,71,0,0.08642,"West","Santiago","WA","Washington","53027","Grays Harbor County",56,"washington/santiago",1.568,-124.232,47.2988,"CDP",597
87,87,93,100,135,180,-0.06452,"East","Steptoe","WA","Washington","53075","Whitman County",39,"washington/steptoe",2.219,-117.35,47.0074,"CDP",598
86,86,85,82,81,101,0.01176,"Southeast","Hatton","WA","Washington","53001|53021|53025","Adams County",231,"washington/hatton",0.372,-118.828,46.7735,"Town",599
86,86,80,74,71,0,0.075,"Northeast","Twin Lakes","WA","Washington","53019","Ferry County",21,"washington/twin-lakes",4.173,-118.359,48.2622,"CDP",600
83,83,88,92,122,146,-0.05682,"Northeast","Valley","WA","Washington","53065","Stevens County",194,"washington/valley",0.428,-117.724,48.1729,"CDP",601
82,82,81,79,77,70,0.01235,"East","Lamont","WA","Washington","53075","Whitman County",283,"washington/lamont",0.29,-117.905,47.2007,"Town",602
79,79,85,90,49,154,-0.07059,"South","Parker","WA","Washington","53077","Yakima County",669,"washington/parker",0.118,-120.467,46.5022,"CDP",603
78,78,97,116,294,342,-0.19588,"Southwest","Packwood","WA","Washington","53041","Lewis County",78,"washington/packwood",0.997,-121.67,46.6085,"CDP",604
74,74,101,127,361,443,-0.26733,"Northeast","Clayton","WA","Washington","53063|53065","Spokane County",57,"washington/clayton",1.29,-117.561,48.0012,"CDP",605
73,73,80,88,151,179,-0.0875,"Southeast","Wallula","WA","Washington","53071","Walla Walla County",695,"washington/wallula",0.105,-118.906,46.0847,"CDP",606
69,69,87,106,50,329,-0.2069,"Central","Chelan Falls","WA","Washington","53007|53047","Chelan County",247,"washington/chelan-falls",0.279,-119.988,47.7994,"CDP",607
65,65,61,56,44,0,0.06557,"Northwest","Sekiu","WA","Washington","53009","Clallam County",508,"washington/sekiu",0.128,-124.303,48.263,"CDP",608
65,65,78,90,109,240,-0.16667,"Central","Thorp","WA","Washington","53037","Kittitas County",53,"washington/thorp",1.221,-120.671,47.0655,"CDP",609
63,63,58,54,49,0,0.08621,"Northeast","Barstow","WA","Washington","53019|53065","Ferry County",112,"washington/barstow",0.56,-118.133,48.7783,"CDP",610
62,62,57,53,35,0,0.08772,"Southwest","Altoona","WA","Washington","53069","Wahkiakum County",12,"washington/altoona",5.091,-123.621,46.2697,"CDP",611
60,60,55,51,0,0,0.09091,"West","Oyehut","WA","Washington","53027","Grays Harbor County",100,"washington/oyehut",0.6,-124.165,47.0226,"CDP",612
57,57,53,49,56,0,0.07547,"West","Qui-nai-elt Village","WA","Washington","53027","Grays Harbor County",78,"washington/qui-nai-elt-village",0.735,-124.19,47.2502,"CDP",613
56,56,67,78,49,207,-0.16418,"West","Moclips","WA","Washington","53027","Grays Harbor County",31,"washington/moclips",1.784,-124.198,47.2294,"CDP",614
54,54,57,61,136,104,-0.05263,"West","Cliffdell","WA","Washington","53077","Yakima County",29,"washington/cliffdell",1.843,-121.043,46.9222,"CDP",615
52,52,49,45,40,0,0.06122,"Northwest","Conway","WA","Washington","53057","Skagit County",227,"washington/conway",0.229,-122.344,48.3357,"CDP",616
51,51,55,59,27,109,-0.07273,"Northwest","Rockport","WA","Washington","53057|53073","Skagit County",140,"washington/rockport",0.364,-121.608,48.4847,"CDP",617
47,47,47,48,47,48,0,"East","Krupp","WA","Washington","53001|53025|53043","Adams County",81,"washington/krupp",0.583,-118.989,47.4105,"Town",618
47,47,58,69,135,202,-0.18966,"Southwest","Mineral","WA","Washington","53041","Lewis County",71,"washington/mineral",0.666,-122.186,46.7193,"CDP",619
43,43,40,37,44,0,0.075,"South","Maryhill","WA","Washington","53039","Klickitat County",15,"washington/maryhill",2.817,-120.807,45.6928,"CDP",620
41,41,56,71,84,252,-0.26786,"West","Amanda Park","WA","Washington","53027","Grays Harbor County",5,"washington/amanda-park",8.222,-123.925,47.4539,"CDP",621
40,40,37,34,52,0,0.08108,"Northeast","Boyds","WA","Washington","53019|53065","Ferry County",205,"washington/boyds",0.195,-118.132,48.7244,"CDP",622
40,40,58,76,214,291,-0.31034,"West","Pacific Beach","WA","Washington","53027","Grays Harbor County",33,"washington/pacific-beach",1.208,-124.197,47.2141,"CDP",623
38,38,36,33,93,0,0.05556,"Southwest","Cougar","WA","Washington","53015|53059","Cowlitz County",66,"washington/cougar",0.579,-122.303,46.0493,"CDP",624
38,38,45,53,84,145,-0.15556,"Northeast","Pine Grove","WA","Washington","53019|53047","Ferry County",78,"washington/pine-grove",0.49,-118.684,48.6502,"CDP",625
36,36,41,47,82,115,-0.12195,"Northeast","Orient","WA","Washington","53019","Ferry County",83,"washington/orient",0.432,-118.206,48.8638,"CDP",626
34,34,42,50,79,149,-0.19048,"Northwest","Northwest Stanwood","WA","Washington","53057|53061","Skagit County",48,"washington/northwest-stanwood",0.713,-122.35,48.2623,"CDP",627
32,32,29,27,45,0,0.10345,"Northeast","Malo","WA","Washington","53019","Ferry County",271,"washington/malo",0.118,-118.612,48.7997,"CDP",628
24,24,23,21,61,0,0.04348,"Northwest","Hat Island","WA","Washington","53061","Snohomish County",35,"washington/hat-island",0.688,-122.321,48.0134,"CDP",629
21,21,20,18,15,0,0.05,"Northeast","Disautel","WA","Washington","53047","Okanogan County",5,"washington/disautel",3.919,-119.23,48.3445,"CDP",630
14,14,13,12,14,0,0.07692,"Northwest","Silvana","WA","Washington","53057|53061","Skagit County",9,"washington/silvana",1.532,-122.246,48.2019,"CDP",631
10,10,10,9,11,0,0,"Southeast","Anatone","WA","Washington","53003","Asotin County",83,"washington/anatone",0.12,-117.132,46.1354,"CDP",632
9,9,9,8,0,0,0,"West","Hogans Corner","WA","Washington","53027","Grays Harbor County",29,"washington/hogans-corner",0.308,-124.162,47.0415,"CDP",633
6,6,16,26,169,146,-0.625,"Northeast","Barney's Junction","WA","Washington","53019|53065","Ferry County",23,"washington/barneys-junction",0.26,-118.129,48.6204,"CDP",634
